business_id,date,likes,text,user_id
3Q0QQPnHcJuX1DLCL9G9Cg,4/22/13,1,The USO is upstairs in the main concourse!,7CYF7TVuTla4xZR0RfGwQg
3Q0QQPnHcJuX1DLCL9G9Cg,7/30/13,1,Very nice and clean airport,hcH5EJLjxpqp0QQNNMiA7w
3Q0QQPnHcJuX1DLCL9G9Cg,5/14/14,1,"You don't have to take your CPAP out, but once in a blue moon they may ask you to after going through screening - so I take a chance and leave it in",y88tKxe-6Su9vGr9uM5i6w
3Q0QQPnHcJuX1DLCL9G9Cg,7/13/14,1,"Dear CLT: Attendants in the bathroom,  collecting tips....  Am I at the airport or the club?",-27lSM-gghCCs49o0oHnqw
COkT6HcVRY8Ur2nRTYY5wg,3/24/13,1,"Beware if you are over the age of 21 you will feel very out of place, this club seems like the ideal set for Date Line's ""To Catch a Predator.""",FOLOdVfeyqO0z6I2O093vA
4kM-mP7z1nP015R2Tlz1Tw,7/3/10,1,Gotta love a mcdonalds with a grand piano playing while you eat your mcdouble. Only at Southpark!!!,Jk2CLbqDDlMUlLfZ4CyCvA
IKUVWL75eSoC71G2fBphmA,1/1/13,1,Closed today :(,PM2jXrlVzik1jDwwahLJJQ
UzMMpUFwJhwUkHOyeXeWsQ,3/8/13,1,Always a great spot for breakfast no matter what time of day. Only place in Charlotte for real buckwheat pancakes.,YbZfENQc9_kcTMS8V5WZmg
BOp3jcpYy31M85H1DLnEEw,4/21/13,1,Sunday brunch here is fantastic,FOLOdVfeyqO0z6I2O093vA
F-e-sWfVd3eCYll3BP1QFA,5/13/13,1,I live here. I love here. I met my wife here. Drink beer here.,7VwZfmwViA1mEYWW0rM9ng
eThu9hCL8NOjOxswQ-cFSg,6/16/13,2,I never want to rent a car again...,AKvEiRlf-6vJnM0uZ1nq3A
eThu9hCL8NOjOxswQ-cFSg,11/17/14,1,I have to agree with all my Yelp friends. Probably the worse customer service of any Hertz.,pjbTLWrPbEFMFCfyYnQNQw
hS1ShVIy8qLrRv9VXFFcww,1/5/13,1,Horrible customer service.,fXo7RWiS-U8zr4zImqIfLA
EF4UNFplUpjEEx9LglIR_g,4/18/13,1,This is our go to auto shop,6Z9R6AVj0rjQi8OJEVcDHQ
5WeccFfcgqpuHJiWegAclw,2/14/13,1,A surprisingly good burger!,x481YerccabIMN1ndMoALg
i-tKO0n-1Tq6sTFUrhg9-Q,2/12/13,1,"The Sichuan choices are the best, and if you ask for ""extra spicy,"" they take you seriously!",xaJVnGVQZMn5pcHQoTSHWA
VtintYQCpm-KLWR_Ku9xEw,1/6/13,1,The roast chicken is worth a trip alone! So moist and delish! Different flavors available too!!,2vg8IyEPpcCStcLDmwlTfQ
4zr5_OOjwTdOEE7d_181RA,6/11/13,1,My new favorite Indian joint! The naan and samosas are fantastic appetizers! The tikka masala is an awesome entree to follow! I told him to make it as hot as possible and thought that I might regret but it was perfect! To finish I tried the pistachio ice cream and it was magnificent. The perfect ending to my Indian cuisine!,OYPtRIZAxMyGj933akXmmQ
qam5QKFE2a8MQBkxznrr3w,9/15/12,1,This place reminds me of China Sails in Salem Ma. An average restaurant to go when you were drunk.,q200TCFOheJfS_MvvwMfJw
THKEfu-Inj4UGVwMChoNhA,3/13/13,1,The Harris Teeter at Old Town is great for ""regular"" stuff and it is never very crowded.,C1K4S_MdD_zkYNjo-WtJ_Q
NNGp3u2-w7P964TuuvJntg,2/21/13,1,As slow as most B of A locations.,x481YerccabIMN1ndMoALg
rg1-6A-8SKXGh_p-Abbyxg,1/1/14,1,A nice comfortable spot to get some good authentic Mexican food for a very reasonable price.,hsfC6MKx_m9jtzG6E0r2Lw
qC21Nl_OUfTr_xf8ZjzOcg,3/7/13,1,My little people love the $1 taco night and I love the naked veggie burrito! Alway satisfied!,umY_4ThrNKjcm2qQAjp8KA
qZ1bDtcercwUw4w7trpVjQ,2/9/13,1,"I stepped out of my comfort zone and went with the 2 for $10. So, I ordered the spinach flatbread Yucatan chicken  salad. It was delicious!",umY_4ThrNKjcm2qQAjp8KA
1PSnPPFVfp03iPfJRPWWQw,7/21/11,1,"Sun thru Thurs. Early bird special. $11.95 steak n chicken hibachi. Includes rice,veggies,soup,salad and stir fry noodles.",RfoHE-ChOZ3kohOS7goUpw
1PSnPPFVfp03iPfJRPWWQw,1/21/13,1,"We only got sushi so here's the comment from a sushi restaurant waitress. The rice is not sushi rice, and they taste just like the normal Chinese rice but mix with sushi vinegar. I was quite disappointed by this. The restaurant decor is one of the best I know.",ho6YaWTrZ1drazmmqwRuIg
rHl7fCXz78i89rEaflTPvw,3/24/13,1,Good food I'm full thank you Jesus lol,OMpGdDM40uOzNiA6YMwZTQ
MVYPF0XfAkpykDLfTa4cqQ,3/17/13,1,Some people should never use the self checkout. Ever.,M_fxV_d1i6Uu9FlmFf9BcA
i3HfmM-evIOLpJ2wuTZVKA,5/13/13,1,"My favorite spot for lunch if I can have it. I always get the soup & salad combo. Their Seafood Chowder is so good. A little spicy, but that kick makes the chowder.",c-YCa4qpSM4kwOlZvUM1Gw
qU_m8sxR7frv_WmrgC8hYg,11/11/12,2,The manual prep work (when the workers are there) was just what I needed! @Abay Laserwash,J0h_oB2VEhMTlcqKmspjWQ
5odPoosll36dti3xbSwuJA,3/6/13,1,Decent selection if craft beers.,4MrN3CXVdheR3BEBAE-0JA
2-M1_ok4NZ-fSF6SbBsp1A,12/31/12,1,busy is not the word,PuC3EtvEXB7Z9xcksLGF7A
Zc2IwSzGY63zkyhfNrr7HA,9/7/12,1,Classy.,grEbKXnaJu1OrF2XFWdT7Q
kiAsweI4sOjDzGyz3Y_HsQ,10/1/13,1,Culvers in Middleton often has dog treats at their drive-thru. Our pup gets so excited about his treat that he leaves us alone to enjoy ours!,HJuoEqHFWepHPZzxl-CaFw
Wn8NhS-L1ck6jbTjX88Kkg,8/17/11,1,Jazz Night,r5HPh_QfyotCtzcNyWotKQ
5FlmcwCLqFveKQ-GVeolig,9/19/12,1,Nobody here. Def the time to shop.,lC0KGXmIhyjzghBUlVnkhQ
5TQQy_x_ArR3_5L5L0fFVQ,1/1/14,1,The driver can send a three minute warning text to your phone!,vIekRSZRToJNiD8GTrDKLQ
ZjwZIQM4TfFO7T7ck7FtYQ,2/21/13,1,"Poorly stocked, staff-indefferent to contemptuous. Go elsewhere (woodmans,wm,hyvee even) always regret wasting time/$ here; used to be great. No receipt coupns either",WMelGD7uD_ajakRR9s3N4Q
iyHtJGN4KtuSTUbB6fROBw,9/5/12,1,Strep be gone. Please.,lC0KGXmIhyjzghBUlVnkhQ
UV9c6A16IXXA7JmkTor8Tg,7/11/14,1,Sipped on a perfectly made iced mocha.. while enjoying great conversation in the garden. It doesn't get much better..,160obinCFJkK32rhCZ1uig
HLWtNcf3l-wKb6v9duteMQ,12/22/13,1,Downright awful service tonight.,lC0KGXmIhyjzghBUlVnkhQ
SqdO4jenDHNwHeSKmULPrA,11/26/10,1,Woo! Midwest shit!!,VK6N5nNDw9lkSKWz_juvtA
e5kc0CQ4R-PCCDgb274gSg,6/2/12,1,Hmmm..... Everything sounds yummy. Update the chicken/corn chowder is the best,HtqLdQPTb5SjH_6ytxCmJg
j8nyAaN_w5t6wYv-ni23sg,11/25/12,1,New ownership and its called Legends now?? Their menus still say Coach & Willies though.,qJL2VSB2sxvckJQgKTjMRQ
j8nyAaN_w5t6wYv-ni23sg,12/29/12,1,Good food & service but why the name change?,ntCd3KV8YUQMhwGfVRssrg
DlCtdbceo4YNSI53cCL2lg,12/18/13,1,"If you order an Italian cream soda, they give you the glass for free.",BH0h6NgDWu33ntH4WEFy1A
trAvQPp7gps0Btk-2AmLpw,10/6/12,1,Nice and empty.,aBps9nTCyYhXaubGmfOgpA
F6BedoYgbAQHqwKX9F0zDQ,1/4/14,1,"Buy your tickets ONLINE, the line outside is hours long!!!! We're in!!!",xsTlqAQ7TjNFIUl5ihK00g
oSKT5oZX1NWYaHwOWL5lag,6/1/12,1,Love the spicy tuna lunch!,1fr8b_rv3xSzox6sN0mJ1A
q1nDSpmV-FdTBNj6UuZvTg,4/30/12,1,Amazing!,KRA54Y_PCVYTrrZ4eTUzBA
oCA2OZcd_Jo_ggVmUx3WVw,8/18/12,1,Delicious dr pepper and captain. :),pFA8pj5P7Khl1aZBtvdzpA
oCA2OZcd_Jo_ggVmUx3WVw,11/1/13,1,Alice!,Pju7Py7miiFtNBq5ZuYPww
uFJwKlHL6HyHSJmORO8-5w,10/15/13,1,No more Starbucks??? :(,cVHu1PNdSzX9Zan11S6DDg
uFJwKlHL6HyHSJmORO8-5w,10/14/15,1,"Starting with the 2015-16 NBA season, US Airways Center has been renamed ""Talking Stick Resort Arena""",cVHu1PNdSzX9Zan11S6DDg
1-1VcGTL3GyCqUpXZLFTZA,5/27/13,1,"We've seen two or three groups not come on with a hostess just sit on a table an they just get served. We waited over an hour and had t They are very open to you changing seats who are open. Terrible service, only exception for  two guys who were bussing bar tables, Patrick and Christopher were awesome",giWLODV5_Zj1i95nx0dUeQ
odhXwWaYZvD_icIN6f_DbA,8/24/12,1,A gem if your in downtown,1rwtkywcms6ej0Wmcxm1Nw
hWhVP-28LYP3llaMlAJ_JA,9/25/13,1,Having a frozen Horchata with vanilla vodka! Yum.,JIj7kgAm0lNuzMAY5sMSHg
c6sTwXAwIAgf2YQtA4ZWHg,6/29/12,1,Ok this one is for Shannon.,nLLNFEB-Q__YLg4j9sU1Gw
tb24fvNJfHhyKEXkKn12Xw,11/8/15,1,They don't serve their fries with ketchup which is amazing!,JclymyZXUkC_wr0tHziKbw
tb24fvNJfHhyKEXkKn12Xw,12/6/15,1,Go check out the potty. For the experience.,khPlizt3ava1xkbtAxHQnw
SZvYxcvYYVRue9MXcEDjsA,6/2/15,1,This Location is  closed as of 5/20/15,y6q92_h-cM-mbRfEtOHJ0w
R6aazv8FB-6BeanY3ag8kw,5/22/13,1,"THE SODAS ARE AWESOME!!! But not the Mac Chili Burger. Not tasty at all. Nope. But the sodas are great and ice cream is great. Thrifty brand if you are familiar with that brand (Rite-Aid). I had the ""Rhett Butler,"" chocolate soda with Chocolate Malt Krunch ice cream. Yum!",R2-VB9ao-gTj4_00Gdnxmg
R6aazv8FB-6BeanY3ag8kw,5/22/15,1,I'm a fan of like places & antique shops. This has character & food isn't bad.,Yf3LuTIZVU87BeCfTpK-Sg
qMkIbQFrROSnPaQ7at85-w,10/31/15,1,10% discount with Automobile Club membership.,Wx-QoUR5ho8rMHRE7Rpiag
PEHJjxdw11TGFma9Zhz3ng,8/8/12,1,My Dad's 47th B Day din din. Mi sister's hair is semi cute tonight.,w4dgIzMwwZvKsHaC47Ox3A
BcBxTyj09Wu-w0KA1QvKTA,12/31/13,2,Come early! Only 1 restroom.,OG7epzavwECmmNqV-1pmMQ
BcBxTyj09Wu-w0KA1QvKTA,6/6/14,1,DONT EVER GO HERE!!!! They have bed bugs... Manager said that they will have someone to ""fix"" the problem as it has happen before... FUCK THAT!!!,Qd1HxUK-HIlflvhvHkvRjw
MfysRyJZDI6Q7fHy52g5pg,7/29/12,1,On Sundays the service is @ the Scottsdale location - Saguaro High School.,K0euQLFAcKhQPZ6JxGAryg
1Ap6ZNCvyLLKHP0wvCk9yA,6/10/12,1,Summer hours 7 am to 2 pm June 1 to Aug 31,yc3aIiCAn5D6zi1zeYU4QQ
1Ap6ZNCvyLLKHP0wvCk9yA,3/29/14,1,Free parking!,iChZhRINmSKYoHhesh7grA
PsuvqWNmLBU8ABkch2d9vA,2/9/13,1,Chinese New Year!,qu8w1fUZnqON5ikXVpis0Q
XLqnjlLYt0_q_NG7l_BpMA,11/16/12,1,I love you Costco,AYGHNy8gPxl2Q-etTT3hZw
XLqnjlLYt0_q_NG7l_BpMA,10/27/14,1,I will be Duke! One day. So help me jah.,AYGHNy8gPxl2Q-etTT3hZw
XLqnjlLYt0_q_NG7l_BpMA,1/8/15,1,Baby shower supply shopping. Boom.,AYGHNy8gPxl2Q-etTT3hZw
72INqF4dYTHdCoUoePIuSw,10/16/12,1,Friendly and fast and reasonable! After looking all morning I'm so glad I found them! My bosses day arrangement was PERFECT!,wBR79W688GHHVsZWF3dBqw
Mng1FUcW-xRSdsDkowQm2Q,4/11/14,1,"The pastry counter has disappointed multiple times now. More than days old (yes, DAYS old) items being sold as fresh and at full price. Several times I have purchased cake slices, macaroons, bars or sugar cookies to come home, dig in and find dry, stale or otherwise reduced quality due to age.",usQTOj7LQ9v0Fl98gRa3Iw
3xEB9FyFXolq1b_Qn_BFtg,9/8/11,1,Late lunch/early dinner? HH means $1 off drinks and appetizers. Just saying. They have some veg offerings too!,r0vc3x6NjYxiYiuvhi7Q5Q
3xEB9FyFXolq1b_Qn_BFtg,1/25/14,1,The pub pretzel will change your life.,3uU_6L8GnFOHTsO4I3oedg
g4Eit1EeeEGhTVik6AWYsA,3/2/11,1,They were rude and food was bad,bTTbF6aRwsQ0WIX_VE3daw
f9WABGuw1OBfO_lw5HFiJw,5/3/14,1,Tip in cash!  One of the girls there told me the owner charges them $2 per credit tip!  You leave $5 on credit card... they only get $3.,phZx-9u0pYvVcxdLbLxQ6g
ML1RJdeZ7bbfMrHvJ7m99A,11/2/14,1,Make sure you open your to go food! Make sure it is warm and that your wings are not soggy. Completely unsatisfied with the To-Go customer service and food. They forgot multiple things.,IDBYeD8_20C3mqhfEA4_Aw
AkOruz5CrCxUmXe1p_WoRg,12/22/15,1,"I called for a to go order...DANIEL answered the phone sounding annoyed and rushed me. Then when I asked him a question he answered it so quickly to where I couldn't understand. Then he put me on hold and had someone else talk to me. GO F**K YOURSELF, Daniel!",Wh5pL_iTBOj3R4W7cJWEkw
VilxIfmahfOhMcIaGK8Www,2/15/13,1,If you need help these guys are the ones to see.  Very friendly and extremely helpful.  Thank you Mike Balzano.  It was my very first time in the store and he made me very comfortable asking questions.,g_L3j7HsQ0WPH12qYLDI9Q
0PRRN8ncFFIY4nPIbmbqbQ,6/22/11,1,Thanks Impact for 7 Anos!,Ep-pBPnjCcKe8i5jso7l0w
XcwbN5fDlyl8qCttcdDGKA,8/19/12,1,It's a 'bertos' kind of morning.,y9IKf7VckFc-fesWuDwgxg
2kme0ANeHc20ij71zhx4DQ,7/30/13,1,"These guys are old school cool and the most honest, all around good guys out there for convertible top repair and replacement and upholstery. They fixed my top and my seat and even found a tear under the seat that they fixed at no extra cost! Thanks, Top Shop! You're A-ok in my book!",BCKMOIGNS14naDczqf0NKQ
lLI8ObL8aCVbkrrtAW0EHw,4/14/12,1,Doggy day with zoey,0ubdcS2JKcSD8UfSZOa9sw
lLI8ObL8aCVbkrrtAW0EHw,1/15/10,1,Doesn't take long to feel numb & fabulous here!,w1umJTcMc8IIwfwhpICPRg
FKHv7FkblONv9qqBndJUrg,1/6/13,1,I am ready for my fried cheese melt here :),RbfMde5gAbTHSCdJR_NGIQ
18TUn9oiW0k0yB6lheiOvw,5/1/14,1,Why don't they have Mac & Cheese?,3uU_6L8GnFOHTsO4I3oedg
Tk2dSL0TwQeI_zNJmb442A,11/26/13,1,I love this place but having a new guy work the front who has no sense of trying to help customers. Had to wait at least 20 minutes to have him take my order. Watching at least 6 people walk out because he was so slow,YYT2Xk44rdaelFUDbgopGQ
mOwAbR9_RgBQuFtr71UtzQ,1/15/13,1,Vanilla latte is pretty good!,NJr3BrZmavIuzKxE5W-aoQ
h-Ospc-uiMH8TLquTeAr3A,1/23/14,1,What will I do without a 24 hour store.,CYHX8nnPoqclfWSsl1JWnA
oZdqBEQLwl85jEQKL6XMPQ,6/19/12,1,I hear they treat the best PHX Suns Mercury & the Cardinals I hope they can fix my knee!,d5dMcPbi3f0W20mStS7B3g
5kRug3bEienrpovtPRVVwg,12/10/12,2,Rokerij. Latin for holy shiitake is this amazing!!!,AYGHNy8gPxl2Q-etTT3hZw
peA3F-PnIfijYr8HuG-A-Q,9/21/13,1,Umm everyone's drink has been empty for 20 minutes.   Where is the service?,CuzADeE8rkYwiWrIxTsNGg
peA3F-PnIfijYr8HuG-A-Q,9/21/13,1,"Make sure you get the right size glass. If not you are going to get 40 percent less. Or 20 percent based on the management numbers. Either way, consumer loses, house wins.... Management made it right.... Fix the mistake. Everyone wins....",vU1bHO3IjqLnf3_9Igeluw
bewtZL-VV1oeGUdAhHVz6Q,3/13/13,1,"I like how my legs are the main pic here. Lol, not on the menu...",y8ZCNq8HSGDSx7Vm-NYEOw
2r8jGeuYvMkyP2ik_X-Bxw,1/3/15,2,My birthday dinnerrr,CYHX8nnPoqclfWSsl1JWnA
wftoNIA0Q8nX-Da47psBCA,4/22/11,1,$20 friday and Saturday prie fixe menu is a great sampling of their new dinner menu!,a9J2ezUfTEBp9LEFDhgiRg
24qSrF_XOrvaHDBy-gLIQg,4/6/12,1,Love their Cocktail sauce!! It'll light you up ;),OTYU1jI4QmIbfnDYob_QoQ
9dvuzmf1oF122Y4cZepRVA,9/6/12,1,Saks has went all out for Fashion's Night out! Party going on over here!,V0iZ6gMTHQDYxypIhR2PTg
2c7j30kkKoswxYUn9b4SRw,2/23/13,1,"A nice little place to explore..just plan on getting a borrowed skirt if you wear pants and also a head covering while you visit.No big deal, I respect their rules while on their property.",A99dyhEqcd_yXKPfBWeZHA
zMa6YoEekpABg1HZnnTZdg,12/15/12,1,With such an awesome patio and outdoor fireplace ... Why close at 1100pm.. ?!,sALB8-F04S9VcZMF_GkGUA
l5vzFaqSjvxZiRn0MJeKkg,10/25/14,1,Ask for (THANK you) Long for his (your) very good heart AND skill.,oTA9p10x9UZfXIKroWZ1LQ
Upru5VE0jZ81ZQVVNCK_uA,5/21/15,1,Slushies make great vodka mixers...but don't drink a drive.,JS6fc5FyOBC54kUb4b6lYA
nLpV9fo8xml-QHOKyOje2A,9/30/11,1,Get a sample of everything before you order cause for the sides they only give you 7pcs. This way you will have one up on them:),VDv7DnLwTl1UZqj2HAcutQ
K2_Hmmo5crTYWiT_1sWnfQ,9/26/15,1,Worst location ever! Drive the few extra minutes to the Scottsdale and Thomas location.,eYQRLJ5I9JaCWUbrJUAtzw
k1DNE0WhO_ZonpSypbeNyA,8/19/12,1,Fast cuts for men!,YK2rodQfBU2Oe9H6jmlTFg
fVgrpVyp-nPLTac9YIjTug,1/5/13,1,This place is great. Very romantic and food is amazing.,igReRv1iSCO-PqclHrxbFg
R8VwdLyvsp9iybNqRvm94g,8/25/12,1,There is so much going on here I'm confused,FAxy_JuEOhhZl3C10LMY1A
R8VwdLyvsp9iybNqRvm94g,4/18/13,1,My dream was to go here!!!!!,kcbKBbu2ifawMDx15KlQjg
R8VwdLyvsp9iybNqRvm94g,10/28/13,1,I really enjoyed the salmon salad I got but the seating is very minimal and under trees. Having a bird crap 3 inches from your lunch is very unappetizing. I'll get mine to go next time; IF there is a next time.,chAfVqGEn52vYukJdcsdNQ
yJr24Yy1K6bt2G9fX3_zPA,6/23/13,1,"I was raised in Miami with a Cuban mother so I think I have enough grounds to say that if you are looking for good Cuban food...this is not the place.  The food was tasteless, not authentic and way over priced. 3 croquetas (tiny ones and def not Cuabn) were $5.50  Dinner was $63 for my wife and I. we left hungry and dissapointed. :(",14_usjYKOFWWt5EXzsLQ_g
To5CjntVFawXM_hpAhvVdQ,2/8/14,1,"Best burger! And hey , bartender is super nice(looks like James Franko:-)",pVqpn87sTJDCPLS_OiZbsw
sMD2HPNh7m0hgCxHDzGTzQ,1/4/15,1,"Misleading; ""all you can eat buffet"" of limited items, and French fries and fried chicken are half the choices.",EYfH8HzfE2oIStl4IPzJUw
MPziC5MO2QQiYVAMM3fdSw,2/11/13,1,Worst food. Rude service   Cheesy decor.,wDklQQgl_MC_P2cc3glDAA
